Group,SSP,X,CDF
North America,SSP1-2.6,2,0.5205627705627706
North America,SSP1-2.6,2,0.5216450216450217
North America,SSP1-2.6,2,0.5227272727272727
North America,SSP1-2.6,2,0.5238095238095238
North America,SSP1-2.6,2,0.5248917748917749
North America,SSP1-2.6,2,0.525974025974026
North America,SSP1-2.6,2,0.5270562770562771
North America,SSP1-2.6,2,0.5281385281385281
North America,SSP1-2.6,2,0.5292207792207793
North America,SSP1-2.6,2,0.5303030303030303
North America,SSP1-2.6,2,0.5313852813852814
North America,SSP1-2.6,2,0.5324675324675324
North America,SSP1-2.6,2,0.5335497835497836
North America,SSP1-2.6,2,0.5346320346320347
North America,SSP1-2.6,2,0.5357142857142857
North America,SSP1-2.6,2,0.5367965367965368
North America,SSP1-2.6,2,0.5378787878787878
North America,SSP1-2.6,2,0.538961038961039
North America,SSP1-2.6,2,0.54004329004329
North America,SSP1-2.6,2,0.5411255411255411
North America,SSP1-2.6,2,0.5422077922077922
North America,SSP1-2.6,2,0.5432900432900433
North America,SSP1-2.6,2,0.5443722943722944
North America,SSP1-2.6,2,0.5454545454545454
North America,SSP1-2.6,2,0.5465367965367965
North America,SSP1-2.6,2,0.5476190476190477
North America,SSP1-2.6,2,0.5487012987012987
North America,SSP1-2.6,2,0.5497835497835498
North America,SSP1-2.6,2,0.5508658008658008
North America,SSP1-2.6,2,0.551948051948052
North America,SSP1-2.6,2,0.553030303030303
North America,SSP1-2.6,2,0.5541125541125541
North America,SSP1-2.6,2,0.5551948051948052
North America,SSP1-2.6,2,0.5562770562770563
North America,SSP1-2.6,2,0.5573593073593074
North America,SSP1-2.6,2,0.5584415584415584
North America,SSP1-2.6,2,0.5595238095238095
North America,SSP1-2.6,2,0.5606060606060606
North America,SSP1-2.6,2,0.5616883116883117
North America,SSP1-2.6,2,0.5627705627705628
North America,SSP1-2.6,2,0.5638528138528138
North America,SSP1-2.6,2,0.564935064935065
North America,SSP1-2.6,2,0.566017316017316
North America,SSP1-2.6,2,0.5670995670995671
North America,SSP1-2.6,2,0.5681818181818182
North America,SSP1-2.6,2,0.5692640692640693
North America,SSP1-2.6,2,0.5703463203463204
North America,SSP1-2.6,2,0.5714285714285714
North America,SSP1-2.6,2,0.5725108225108225
North America,SSP1-2.6,2,0.5735930735930735
North America,SSP1-2.6,2,0.5746753246753247
North America,SSP1-2.6,2,0.5757575757575758
North America,SSP1-2.6,2,0.5768398268398268
North America,SSP1-2.6,2,0.577922077922078
North America,SSP1-2.6,2,0.579004329004329
North America,SSP1-2.6,2,0.5800865800865801
North America,SSP1-2.6,2,0.5811688311688312
North America,SSP1-2.6,2,0.5822510822510822
North America,SSP1-2.6,2,0.5833333333333334
North America,SSP1-2.6,2,0.5844155844155844
North America,SSP1-2.6,2,0.5854978354978355
North America,SSP1-2.6,2,0.5865800865800865
North America,SSP1-2.6,2,0.5876623376623377
North America,SSP1-2.6,2,0.5887445887445888
North America,SSP1-2.6,2,0.5898268398268398
North America,SSP1-2.6,2,0.5909090909090909
