Region,Scenario,Period,Q1,Q3,Median,Whisker_low,Whisker_high
12,SSP3-7.0,P2,53064.25926138189,57629.946406732015,55299.78328349302,47770.61468937733,64039.767382212776
12,SSP3-7.0,P3,60243.88133900902,64353.63792687441,62640.51809024514,55579.94302540284,67287.30694916204
12,SSP3-7.0,P4,66039.74671009916,74192.19882341463,70432.46535205324,59434.732927311394,79604.1530349404
12,SSP5-8.5,P1,48921.5727153308,55113.53873723234,53006.92995208125,46624.90752271772,57310.30297895415
12,SSP5-8.5,P2,56075.12217202127,61472.37461161435,59894.8590592687,51873.75944256847,65732.4251213819
12,SSP5-8.5,P3,64701.11738313145,73493.3158003983,66218.2539652105,59937.323098110486,79331.787058283
12,SSP5-8.5,P4,75609.20228565506,82941.57427471696,78862.68922394715,70652.13272830604,86022.45350925784
13,HIST,P0,38137.10419635793,39380.81837228327,38868.685082688135,37849.91998137235,40543.462177597045
13,SSP1-2.6,P1,41162.867284400345,43759.53014183762,42646.49011049682,37732.03744226616,45448.94542389297
13,SSP1-2.6,P2,42906.14367183028,44828.71468001745,44388.495775171185,42259.0536111027,47296.89028955884
13,SSP1-2.6,P3,44818.27619446904,45663.401472808386,45173.39731486187,44322.43399905739,46647.06302672342
13,SSP1-2.6,P4,43443.44195615393,45096.929107975986,44529.7951129292,42096.26029497106,45963.89100750808
13,SSP2-4.5,P1,42181.85322981057,44223.70584168455,43524.92275860757,40158.16220067704,45823.283427589806
13,SSP2-4.5,P2,45438.56046340405,46531.89760260916,45733.86601618164,44296.91282969121,47690.71725266387
13,SSP2-4.5,P3,47206.219095383814,49080.97022914782,48316.04830302518,45537.30677842535,51448.27859717584
13,SSP2-4.5,P4,49580.21941881604,51586.22936927433,50927.89766340252,47356.08344743082,53605.15400844804
13,SSP3-7.0,P1,40900.00688274569,44048.64051788316,43040.352787602824,39508.532724625504,45374.50334344304
13,SSP3-7.0,P2,45789.154871343155,48192.790351785945,46595.490183478585,42776.17359321432,51428.036208673075
13,SSP3-7.0,P3,49836.54065979729,52927.73606928183,51866.85905295533,47936.73124984219,54943.13962571176
13,SSP3-7.0,P4,54383.01707626934,58311.86664035867,56609.325025473445,52245.23829065456,60553.220577244734
13,SSP5-8.5,P1,41933.112296060826,44458.95360009949,42761.51873589332,39205.24117164166,48193.89931946466
13,SSP5-8.5,P2,46992.772253764895,49942.64326511836,48257.83359616426,45251.88966538124,51586.967888016734
13,SSP5-8.5,P3,53718.45212096663,54995.240925384234,54319.59610371009,52272.5349896383,56234.13213483597
13,SSP5-8.5,P4,58323.316720283576,61034.329133399166,60211.23460956417,54707.27593209408,63608.33726771132
14,HIST,P0,53751.32636152483,59857.42625377283,57323.828973383046,52599.95501481503,64348.51064290974
14,SSP1-2.6,P1,60062.377096446515,65965.82016820168,63127.64435478012,55632.76634542258,67935.98346712619
14,SSP1-2.6,P2,62163.35767883556,67387.70658036077,65156.62171377461,55165.95565094039,74378.2833038923
14,SSP1-2.6,P3,62052.87724260292,67348.8542002814,64808.32986799565,55907.18398874282,68382.74738593514
14,SSP1-2.6,P4,61662.79880113696,65721.34907151992,64835.883646261704,56426.525241118994,70927.88590946046
14,SSP2-4.5,P1,61898.54672368066,67061.68185264192,63664.045250822615,55916.57028958148,70140.07513480134
14,SSP2-4.5,P2,66611.72566796964,68709.47276345955,67887.60394592155,63916.297290644194,70070.26318459446
14,SSP2-4.5,P3,66610.52725679288,72215.38786818445,68674.38295369738,61520.82810132118,75347.02249929318
14,SSP2-4.5,P4,70441.28457592959,74606.22832753696,72791.838280188,65196.35278754663,76944.00739532808
14,SSP3-7.0,P1,60659.7580659436,64782.34117840305,62463.64937952695,57333.20783802352,70018.56843626534
14,SSP3-7.0,P2,65893.707150472,71051.46118499625,68299.09496404047,62923.19406629009,74651.85683214823
