Region,Scenario,Period,Q1,Q3,Median,Whisker_low,Whisker_high
gl,ssp126,P2,33.822511740521,34.31772866240697,34.081811130182004,33.26885326096072,34.53510464402352
gl,ssp126,P3,34.263876903319066,34.554204419970816,34.384485261146196,33.950142157510214,34.83594082170129
gl,ssp126,P4,34.00596315082936,34.41395847211135,34.12715868481425,33.78507995298804,34.63761358097266
gl,ssp245,P1,32.36118131600221,33.2092417891558,32.71611932588641,32.02855875748926,33.83222535783116
gl,ssp245,P2,34.31185114091693,35.53083629571167,35.01570365092613,33.59692453754102,35.8833084304215
gl,ssp245,P3,36.25741867697221,37.17717067137189,36.68692835571038,35.54347641737427,37.52233607296934
gl,ssp245,P4,37.78165009020369,38.13141054303651,37.99617148728741,37.46781274794172,38.630008106014785
gl,ssp370,P1,32.06792901105547,33.46707062076146,32.74569061387699,31.539413731765734,33.80499673803131
gl,ssp370,P2,34.7459164037666,35.91282326489182,35.236737333321244,34.000162975300576,37.291243457475545
gl,ssp370,P3,37.790722868495536,39.56987883904452,38.61344876579497,37.12405702389304,40.11602765633694
gl,ssp370,P4,41.43309628187217,43.1437028702091,42.354998550753564,40.19622515047053,44.59621356319198
gl,ssp585,P1,32.673460341743876,34.01072528639596,33.12571933104725,32.08109185717396,35.01268025219537
gl,ssp585,P2,35.78095326917572,37.63770838444775,36.49780351759118,34.62347029650595,38.8459123492674
gl,ssp585,P3,39.650934590117004,42.17768827729999,41.01095169724863,39.18353170412302,43.58825382752336
gl,ssp585,P4,45.48917952133279,48.30578957948287,46.976792748365064,43.86044312536791,49.880763930538414
