Region,Scenario,Period,Q1,Q3,Median,Whisker_low,Whisker_high
11,ssp126,P3,89.49600128110532,91.71640362702546,90.32973596788194,87.20946880208334,94.34669240451389
11,ssp126,P4,88.35983996166087,89.98779286747686,89.05948805700231,86.12411375,91.10330788773146
11,ssp245,P1,82.88518560257523,86.02256709780093,83.92086644241897,79.15747599826389,88.03949376157406
11,ssp245,P2,89.28968532552084,93.1115855367477,90.57357619936343,84.72711166087963,95.59718744212962
11,ssp245,P3,94.44607409432872,95.9102666333912,95.31905135850694,94.0290133130787,97.25427433449074
11,ssp245,P4,99.22061652488425,100.68148561776621,99.81796715856481,98.08619469907408,101.62702223668981
11,ssp370,P1,82.79835973162616,86.27130723958334,84.61442290219907,80.06990875289353,90.92098920428242
11,ssp370,P2,91.05657334056713,94.90105299479168,92.62455198929399,87.9391083275463,99.013926015625
11,ssp370,P3,98.44034906901041,103.24937835720486,100.96364275896991,95.49200364872686,106.34903385416666
11,ssp370,P4,107.68414555700231,113.23492414134839,111.09032834635417,102.90124018229167,114.66053637731481
11,ssp585,P1,85.40583509259258,92.86677343315972,87.63946402199075,82.33712533564815,95.8802872048611
11,ssp585,P2,94.87185988425927,100.44580159939237,98.00844681712962,89.48744053819445,103.4295669386574
11,ssp585,P3,106.01488223813656,111.11175474609375,108.64688401765045,103.76942175925926,114.99034548900462
11,ssp585,P4,118.63329038339118,123.12749329933449,120.0479697439236,113.22036310763887,127.41479327546297
12,his,P0,44.7485658755392,48.047874241410085,46.63084762940652,41.466050568942435,50.99451449873569
12,ssp126,P1,52.217420699464526,56.92319798453072,54.73842588688086,49.4106137847687,60.788794619217605
12,ssp126,P2,57.74651978469433,60.978028617246764,60.179091272497395,56.48061156105905,64.23035880559274
12,ssp126,P3,60.72068463483564,61.969597522497395,61.23721528149636,59.414297724230245,63.060561140859726
12,ssp126,P4,60.24226549810352,62.29878026922504,61.22176002156775,58.56192010635133,64.2297094898111
12,ssp245,P1,53.52221789937528,56.21680174680202,55.200329066265056,51.35196703108731,59.046166503049236
12,ssp245,P2,60.70592262475829,64.96712296686748,62.4824939275621,57.04424878774357,67.94119351108137
12,ssp245,P3,66.42171430629926,69.66014712832813,67.53108930908822,62.77972282091328,71.3971218206158
